date,kaf
1989-08-31,9.248
1989-09-30,9.22
1989-10-31,9.144
1989-11-30,9.1
1989-12-31,9.092
1990-01-31,9.107999999999999
1990-02-28,9.124
1990-03-31,9.132
1990-04-30,9.152000000000001
1990-05-31,9.144
1990-06-30,9.152000000000001
1990-07-31,9.22
1990-08-31,9.248
1990-09-30,9.22
1990-10-31,9.144
1990-11-30,9.1
1990-12-31,9.092
1991-01-31,9.107999999999999
1991-02-28,9.124
1991-03-31,9.132
1991-04-30,9.152000000000001
1991-05-31,9.144
1991-06-30,9.152000000000001
1991-07-31,9.22
1991-08-31,9.248
1991-09-30,9.22
1991-10-31,9.144
1991-11-30,9.1
1991-12-31,9.092
1992-01-31,9.107999999999999
1992-02-29,9.124
1992-03-31,9.132
1992-04-30,9.152000000000001
1992-05-31,9.144
1992-06-30,9.152000000000001
1992-07-31,9.22
1992-08-31,9.248
1992-09-30,9.22
1992-10-31,9.144
1992-11-30,9.1
1992-12-31,9.092
1993-01-31,9.107999999999999
1993-02-28,9.124
1993-03-31,9.132
1993-04-30,9.152000000000001
1993-05-31,9.144
1993-06-30,9.152000000000001
1993-07-31,9.22
1993-08-31,9.248
1993-09-30,9.22
1993-10-31,9.144
1993-11-30,9.1
1993-12-31,9.092
1994-01-31,9.107999999999999
1994-02-28,9.124
1994-03-31,9.132
1994-04-30,9.152000000000001
1994-05-31,9.144
1994-06-30,9.152000000000001
1994-07-31,9.22
1994-08-31,9.248
1994-09-30,9.22
1994-10-31,9.144
1994-11-30,9.1
1994-12-31,9.092
1995-01-31,9.107999999999999
1995-02-28,9.124
1995-03-31,9.132
1995-04-30,9.152000000000001
1995-05-31,9.144
1995-06-30,9.152000000000001
1995-07-31,9.22
1995-08-31,9.248
1995-09-30,9.22
1995-10-31,9.144
1995-11-30,9.1
1995-12-31,9.092
1996-01-31,9.107999999999999
1996-02-29,9.124
1996-03-31,9.132
1996-04-30,9.152000000000001
1996-05-31,9.144
1996-06-30,9.152000000000001
1996-07-31,9.22
1996-08-31,9.248
1996-09-30,9.22
1996-10-31,9.144
1996-11-30,9.1
1996-12-31,9.092
1997-01-31,9.107999999999999
1997-02-28,9.124
1997-03-31,9.132
1997-04-30,9.152000000000001
1997-05-31,9.144
1997-06-30,9.152000000000001
1997-07-31,9.22
1997-08-31,9.248
1997-09-30,9.22
1997-10-31,9.144
1997-11-30,9.1
1997-12-31,9.092
1998-01-31,9.107999999999999
1998-02-28,9.124
1998-03-31,9.132
1998-04-30,9.152000000000001
1998-05-31,9.144
1998-06-30,9.152000000000001
1998-07-31,9.22
1998-08-31,9.248
1998-09-30,9.22
1998-10-31,9.144
1998-11-30,9.1
1998-12-31,9.092
1999-01-31,9.107999999999999
1999-02-28,9.124
1999-03-31,9.132
1999-04-30,9.152000000000001
1999-05-31,9.144
1999-06-30,9.152000000000001
1999-07-31,9.22
1999-08-31,9.248
1999-09-30,9.22
1999-10-31,9.144
1999-11-30,9.1
1999-12-31,9.092
2000-01-31,9.107999999999999
2000-02-29,9.124
2000-03-31,9.132
2000-04-30,9.152000000000001
2000-05-31,9.144
2000-06-30,9.152000000000001
2000-07-31,9.22
2000-08-31,9.248
2000-09-30,9.22
2000-10-31,9.144
2000-11-30,9.1
2000-12-31,9.092
2001-01-31,9.107999999999999
2001-02-28,9.124
2001-03-31,9.132
2001-04-30,9.152000000000001
2001-05-31,9.144
2001-06-30,9.152000000000001
2001-07-31,9.22
2001-08-31,9.248
2001-09-30,9.22
2001-10-31,9.144
2001-11-30,9.1
2001-12-31,9.092
2002-01-31,9.107999999999999
2002-02-28,9.124
2002-03-31,9.132
2002-04-30,9.152000000000001
2002-05-31,9.144
2002-06-30,9.152000000000001
2002-07-31,9.22
2002-08-31,9.248
2002-09-30,9.22
2002-10-31,9.144
2002-11-30,9.1
2002-12-31,9.092
2003-01-31,9.107999999999999
2003-02-28,9.124
2003-03-31,9.132
2003-04-30,9.152000000000001
2003-05-31,9.144
2003-06-30,9.152000000000001
2003-07-31,9.22
2003-08-31,9.248
2003-09-30,9.22
